"행정구역","2022년06월_총인구수","2022년06월_세대수","2022년06월_세대당 인구","2022년06월_남자 인구수","2022년06월_여자 인구수","2022년06월_남여 비율"
"경상남도 창원시 마산합포구 산호동(4812565000)","12,153","6,187","          1.96","6,030","6,123","          0.98"
"경상남도 창원시 마산회원구 (4812700000)","185,044","82,732","          2.24","92,555","92,489","          1.00"
"경상남도 창원시 마산회원구 내서읍(4812725000)","62,805","25,197","          2.49","31,522","31,283","          1.01"
"경상남도 창원시 마산회원구 회원1동(4812751000)","10,118","5,195","          1.95","4,990","5,128","          0.97"
"경상남도 창원시 마산회원구 회원2동(4812752000)","10,037","4,608","          2.18","4,960","5,077","          0.98"
"경상남도 창원시 마산회원구 석전동(4812754500)","16,696","7,888","          2.12","8,304","8,392","          0.99"
"경상남도 창원시 마산회원구 회성동(4812755000)","5,905","3,071","          1.92","2,991","2,914","          1.03"
"경상남도 창원시 마산회원구 양덕1동(4812756000)","10,874","5,494","          1.98","5,452","5,422","          1.01"
"경상남도 창원시 마산회원구 양덕2동(4812757000)","30,818","11,876","          2.59","15,136","15,682","          0.97"
"경상남도 창원시 마산회원구 합성1동(4812758000)","9,155","4,561","          2.01","4,652","4,503","          1.03"
"경상남도 창원시 마산회원구 합성2동(4812759000)","7,445","4,214","          1.77","3,727","3,718","          1.00"
"경상남도 창원시 마산회원구 구암1동(4812760000)","8,760","4,359","          2.01","4,392","4,368","          1.01"
"경상남도 창원시 마산회원구 구암2동(4812761000)","9,252","4,419","          2.09","4,643","4,609","          1.01"
"경상남도 창원시 마산회원구 봉암동(4812762000)","3,179","1,850","          1.72","1,786","1,393","          1.28"
"경상남도 창원시 진해구 (4812900000)","194,401","85,596","          2.27","99,868","94,533","          1.06"
"경상남도 창원시 진해구 충무동(4812953000)","16,653","7,825","          2.13","8,643","8,010","          1.08"
"경상남도 창원시 진해구 여좌동(4812954000)","8,443","4,397","          1.92","4,184","4,259","          0.98"
"경상남도 창원시 진해구 태백동(4812955000)","3,808","2,019","          1.89","1,910","1,898","          1.01"
"경상남도 창원시 진해구 경화동(4812956000)","11,008","4,637","          2.37","5,572","5,436","          1.03"
"경상남도 창원시 진해구 병암동(4812957000)","7,377","3,420","          2.16","3,633","3,744","          0.97"
"경상남도 창원시 진해구 석동(4812958000)","17,423","7,242","          2.41","8,972","8,451","          1.06"
"경상남도 창원시 진해구 이동(4812959000)","8,540","4,762","          1.79","4,541","3,999","          1.14"
"경상남도 창원시 진해구 자은동(4812960000)","21,033","8,853","          2.38","10,492","10,541","          1.00"
"경상남도 창원시 진해구 덕산동(4812961000)","10,024","4,195","          2.39","4,948","5,076","          0.97"
"경상남도 창원시 진해구 풍호동(4812962000)","25,445","9,180","          2.77","12,713","12,732","          1.00"
"경상남도 창원시 진해구 웅천동(4812963000)","12,992","5,416","          2.40","6,594","6,398","          1.03"
"경상남도 창원시 진해구 웅동1동(4812964000)","7,636","3,465","          2.20","3,914","3,722","          1.05"
"경상남도 창원시 진해구 웅동2동(4812965000)","44,019","20,185","          2.18","23,752","20,267","          1.17"
"경상남도 진주시 (4817000000)","345,303","158,594","          2.18","170,623","174,680","          0.98"
"경상남도 진주시 문산읍(4817025000)","8,023","3,679","          2.18","4,055","3,968","          1.02"
"경상남도 진주시 내동면(4817031000)","4,006","1,646","          2.43","2,005","2,001","          1.00"
"경상남도 진주시 정촌면(4817032000)","8,714","4,049","          2.15","4,443","4,271","          1.04"
"경상남도 진주시 금곡면(4817033000)","2,188","1,246","          1.76","1,054","1,134","          0.93"
"경상남도 진주시 진성면(4817035000)","1,880","1,093","          1.72","930","950","          0.98"
"경상남도 진주시 일반성면(4817036000)","2,536","1,381","          1.84","1,245","1,291","          0.96"
"경상남도 진주시 이반성면(4817037000)","1,576","1,017","          1.55","786","790","          0.99"
"경상남도 진주시 사봉면(4817038000)","1,490","900","          1.66","726","764","          0.95"
"경상남도 진주시 지수면(4817039000)","1,421","836","          1.70","720","701","          1.03"
"경상남도 진주시 대곡면(4817040000)","3,160","1,804","          1.75","1,578","1,582","          1.00"
"경상남도 진주시 금산면(4817041000)","20,593","7,925","          2.60","10,278","10,315","          1.00"
"경상남도 진주시 집현면(4817042000)","4,567","2,151","          2.12","2,281","2,286","          1.00"
"경상남도 진주시 미천면(4817043000)","1,564","939","          1.67","781","783","          1.00"
"경상남도 진주시 명석면(4817044000)","3,964","2,158","          1.84","1,935","2,029","          0.95"
"경상남도 진주시 대평면(4817045000)","1,023","569","          1.80","491","532","          0.92"
"경상남도 진주시 수곡면(4817046000)","2,204","1,258","          1.75","1,073","1,131","          0.95"
"경상남도 진주시 천전동(4817051500)","27,641","13,484","          2.05","13,580","14,061","          0.97"
"경상남도 진주시 성북동(4817055500)","10,168","5,956","          1.71","5,035","5,133","          0.98"
"경상남도 진주시 중앙동(4817056500)","10,811","6,222","          1.74","5,227","5,584","          0.94"
"경상남도 진주시 상봉동(4817059500)","13,609","7,274","          1.87","6,725","6,884","          0.98"
"경상남도 진주시 상대동(4817067300)","19,126","9,923","          1.93","9,453","9,673","          0.98"
"경상남도 진주시 하대동(4817067800)","24,022","11,198","          2.15","11,985","12,037","          1.00"
"경상남도 진주시 상평동(4817068000)","11,362","5,516","          2.06","5,784","5,578","          1.04"
"경상남도 진주시 초장동(4817069500)","26,525","9,456","          2.81","13,414","13,111","          1.02"
"경상남도 진주시 평거동(4817071000)","27,031","11,387","          2.37","12,901","14,130","          0.91"
"경상남도 진주시 신안동(4817071500)","11,484","5,350","          2.15","5,444","6,040","          0.90"
"경상남도 진주시 이현동(4817072000)","11,643","5,238","          2.22","5,736","5,907","          0.97"
"경상남도 진주시 판문동(4817073000)","20,772","7,972","          2.61","9,879","10,893","          0.91"
"경상남도 진주시 가호동(4817074000)","29,109","14,609","          1.99","14,768","14,341","          1.03"
"경상남도 진주시 충무공동(4817075000)","33,091","12,358","          2.68","16,311","16,780","          0.97"
"경상남도 통영시 (4822000000)","124,115","59,783","          2.08","62,275","61,840","          1.01"
"경상남도 통영시 산양읍(4822025000)","4,499","2,576","          1.75","2,365","2,134","          1.11"
"경상남도 통영시 용남면(4822031000)","12,213","5,146","          2.37","6,109","6,104","          1.00"
"경상남도 통영시 도산면(4822033000)","2,800","1,585","          1.77","1,437","1,363","          1.05"
"경상남도 통영시 광도면(4822034000)","30,903","13,185","          2.34","15,652","15,251","          1.03"
"경상남도 통영시 욕지면(4822035000)","1,946","1,256","          1.55","1,100","846","          1.30"
"경상남도 통영시 한산면(4822036000)","1,918","1,253","          1.53","990","928","          1.07"
"경상남도 통영시 사량면(4822037000)","1,426","947","          1.51","710","716","          0.99"
"경상남도 통영시 도천동(4822051000)","8,608","4,433","          1.94","4,272","4,336","          0.99"
"경상남도 통영시 명정동(4822053000)","2,770","1,583","          1.75","1,354","1,416","          0.96"
"경상남도 통영시 중앙동(4822055000)","3,776","2,150","          1.76","1,884","1,892","          1.00"
"경상남도 통영시 정량동(4822059000)","8,561","4,412","          1.94","4,341","4,220","          1.03"
"경상남도 통영시 북신동(4822060000)","10,293","4,734","          2.17","4,920","5,373","          0.92"
"경상남도 통영시 미수동(4822066500)","10,860","4,844","          2.24","5,293","5,567","          0.95"
"경상남도 통영시 봉평동(4822067000)","9,967","5,385","          1.85","5,104","4,863","          1.05"
"경상남도 통영시 무전동(4822070000)","13,575","6,294","          2.16","6,744","6,831","          0.99"
